,index,convs,fisher
0,36,"[<class 'models.blocks.G4B2'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.DConvA8'>, <class 'models.blocks.DConvA8'>, <class 'models.blocks.A4B2'>, <class 'models.blocks.DConvA2'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.DConvG16'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.A8B2'>, <class 'models.blocks.G16B2'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.DConvG2'>, <class 'models.blocks.G8B2'>]",1.0926899662866418e-10
