,index,convs,fisher
0,1,"[<class 'models.blocks.G16B2'>, <class 'models.blocks.G16B2'>, <class 'models.blocks.DConvA4'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.DConvG2'>, <class 'models.blocks.Conv'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.DConvA4'>, <class 'models.blocks.DConvG16'>, <class 'models.blocks.G4B2'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.A4B2'>, <class 'models.blocks.DConvA4'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.Conv'>, <class 'models.blocks.Conv'>, <class 'models.blocks.Conv'>]",3.3529266169063376e-11
