,index,convs,fisher
0,47,"[<class 'models.blocks.G16B2'>, <class 'models.blocks.A4B2'>, <class 'models.blocks.A2B2'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.DConvA4'>, <class 'models.blocks.G16B2'>, <class 'models.blocks.DConvA2'>, <class 'models.blocks.DConvA2'>, <class 'models.blocks.Conv'>, <class 'models.blocks.A2B2'>, <class 'models.blocks.A8B2'>, <class 'models.blocks.DConv'>, <class 'models.blocks.DConvG2'>, <class 'models.blocks.A8B2'>, <class 'models.blocks.DConvA8'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.DConvG16'>, <class 'models.blocks.DConv'>]",6.939159663543748e-11
