,index,convs,fisher
0,42,"[<class 'models.blocks.A2B2'>, <class 'models.blocks.G4B2'>, <class 'models.blocks.DConvA2'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.DConv'>, <class 'models.blocks.G8B2'>, <class 'models.blocks.G8B2'>, <class 'models.blocks.DConv'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.G8B2'>, <class 'models.blocks.DConvG16'>, <class 'models.blocks.G16B2'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.DConvG2'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.DConvG2'>, <class 'models.blocks.DConvA4'>]",5.523264137718975e-11
