,index,convs,fisher
0,14,"[<class 'models.blocks.A16B2'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.G16B2'>, <class 'models.blocks.ConvB2'>, <class 'models.blocks.DConv'>, <class 'models.blocks.G4B2'>, <class 'models.blocks.DConvA8'>, <class 'models.blocks.G8B2'>, <class 'models.blocks.A16B2'>, <class 'models.blocks.G2B2'>, <class 'models.blocks.G4B2'>, <class 'models.blocks.A4B2'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.G16B2'>, <class 'models.blocks.A16B2'>, <class 'models.blocks.A2B2'>, <class 'models.blocks.ConvB4'>, <class 'models.blocks.ConvB4'>]",2.1623883239563213e-11
