,index,convs,fisher
0,13,"[<class 'models.blocks.ConvB2'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.A4B2'>, <class 'models.blocks.DConvA2'>, <class 'models.blocks.DConvA8'>, <class 'models.blocks.DConvG4'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.DConvA8'>, <class 'models.blocks.DConvA2'>, <class 'models.blocks.ConvB2'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.A8B2'>, <class 'models.blocks.G8B2'>, <class 'models.blocks.DConvG8'>, <class 'models.blocks.DConvA4'>, <class 'models.blocks.DConvA16'>, <class 'models.blocks.DConv'>]",1.0149033696782439e-10
